id	left	target	right	lemma
parool/N/NVT_1949_5_pos/2869	deel heilzaam exces , waarmee men zichzelf kan overtreffen , - het komt mij voor dat het vruchtbaarder is zulk	parool	onder_ogen te nemen dan naar slagwoorden te luisteren , volgens welke , als men er geloof aan hechtte , een	parool
parool/N/GID_1931_120_pos/317	die zijde geen overdreven scrupules in de beenen geworpen zou krijgen , - vechten voor uw liefde is immers het	parool	van moeder . Dat is de kwestie niet . Bij het middageten zingen er vóór het raam blijde stemmen ,	parool
parool/N/GEM_1925_14_pos/744	als de voorbereiding tot een hooger bestaan . Voor ons is cultuur verder de levenshouding , die beantwoordt aan_het klassieke	parool	van Ernest Hello : katholiek denken , spreken zooals men denkt en doen zooals men spreekt . Cultuur bestaat in	parool
parool/N/SPI_1959_6_pos/8526	, jan. , 59-74 . Testament van Multatuli te Wiesbaden gevonden [ Art . van H.A.Ett , overgenomen uit Het	Parool	] . WT , 18e j. , 10 , dec. , 468 . Gezelle - Rodenbach w.j.m.a. asselbergs , Guido_Gezelle's_Kerkhofblommen	parool
parool/N/DIE_1924_41_pos/626	deze niet bereiken , overheen alle intellectueelen , de breedste en verste geledingen van het volk , misbruiken wij ons	parool	en past het ons , als eerlijke menschen , in woordvoerders als Vermeulen te huldigen wat wij tot_dusverre niet bereikten	parool
parool/N/NVT_1961_58_pos/4728	vreemd aanvoelen . Althans had hun kennismaking geen geestelijke introductie van_doen , te_meer daar beiden afgericht waren met dezelfde anarchistische	parolen	en vooringenomen oproerlingen waren . ( Gij weet hoe het , na zijn oponthoud bij de Vingtisten , Vandevelde verging	parool
parool/N/GID_1971_71_pos/3284	Hij spoorde de leden aan van het departemant ‘ een leerschool voor de deugd ’ te maken en gaf als	parool	mee : ‘ Beschermt de onnoozele jeugd , geeft zwoegende armoe brood ; doet nijvre vlijt met lauweren pronken .	parool
parool/N/NVT_1946_118_pos/7613	elkander niet uit . Integendeel ! Zoo heeft het Vlaamsche volk het begrepen . In het licht van dit dubbel	parool	, eenerzijds op het schoone , anderzijds op de kracht gericht , kan het met vasten stap zijn toekomst te	parool
parool/N/JAA_1971_17_pos/2644	niet aanvaard . De kleine nieuwe partij beschikte over voldoende relaties om zich internationaal gelding te verschaffen , ondanks het	parool	‘ Drukt ze dood ’ , dat Troelstra voor intern gebruik had uitgegeven . Met Wijnkoop bezocht Van_Ravesteyn in 1910	parool
parool/N/STR_1947_55_pos/243	vermindering van het prestige der bezettende machten als_gevolg gehad . ' Slechter kan het niet meer ' dit is het	parool	geworden van duizenden vertwijfelden , onteigenden en ontgoochelden . Men kan dit niet ernstig genoeg opnemen ; want hoe langer	parool
parool/N/GID_1929_93_pos/16005	begon met tien patientjes , doch er was plaats voor driemaal meer . Aanvragen kwamen telkens in , maar het	parool	was : niet alles opeens . En juist nu bleek dit verstandig . Als die Donderdag maar voorbij was !	parool
parool/N/GID_1954_101_pos/1056	scheppen zou , meer_dan algemene contouren kreeg het beeld van die nieuwe wereld niet . Een manifest als dat van	Parool	en Vrij_Nederland , in April 1944 de wereld ingezonden , bevatte weinig meer_dan enige algemene richtlijnen , nuttig maar weinig	parool
parool/N/JAA_1994_5_pos/5465	op dat de term renaissance hier hoofdzakelijk dient als een stijlbegrip en pas in tweede instantie begrepen moet worden als	parool	voor een op de klassieken teruggrijpend cultuurideaal . Dit cultuurideaal vond zijn oorsprong in de activiteiten van de humanisten en	parool
wachtwoord/N/NVT_1961_81_pos/3704	, dat liet geen_twijfel over , maar de plots opgedoken kaartersmaatschappij - uit bescheidenheid , fair-play of gehoorzamend aan een_of_ander	wachtwoord	- gedroeg zich voorkomend . Men informeerde hoe de leraar en de jongen hun dag in het dorp doorgebracht hadden	wachtwoord
wachtwoord/N/GID_1981_45_pos/2096	op de problemen van de moderne wereld . Het begrip ging gelden als opdracht voor de komende kerkvergadering en als	wachtwoord	voor de kerk der toekomst . De eerste taak waartoe de pas benoemde commissie zich zette was het aanschrijven van	wachtwoord
wachtwoord/N/TAA_1949_2_pos/1890	Of die groet ook in andere universiteitssteden gebruikelijk is , weet ik niet : in Utrecht is hij een vast	wachtwoord	waaraan de corpsleden elkaar herkennen . Apart inderdaad mag die groet heten , die immers tot_voor_kort bij_uitstek on-mannelijk was ,	wachtwoord
wachtwoord/N/NVT_1979_91_pos/1065	patroon uiteraard de Vlamin-gen , op enkelen na . Hun boeken worden vrijwel niet_eens besproken . Negeren , is het	wachtwoord	. Ongetwijfeld uit een combinatie van luiheid , ondeskundigheid en eigenbelang van degenen die het publiek dienen voor te lichten	wachtwoord
wachtwoord/N/GID_1950_74_pos/7108	wijze belijdt . De geliefde is dan niet_meer_dan een vlek die door het donker trekt ; nooit zal hij het	wachtwoord	vinden , dat de dood verblindt , nooit zal hij in haar worden omgezet . ‘ Ik wil naar u	wachtwoord
