id	left	target	right	file
hard/verb/nrc_handelsblad_20001111_58/1318	"orde . 	 Lichaam en geest zijn , na zovele omwentelingen in het water ,"	gehard	"tegen het monotone bestaan . 	 Ik verveel me niet . Als dat wel zo"	nrc_handelsblad_20001111_58
hard/verb/nrc_handelsblad_20010804_126/1721	Maandag Op naar het archeologische centrum van Olympia . Vandaag is de hitte niet te	harden	, maar we laten ons niet kennen . We zien de tempels van Zeus en	nrc_handelsblad_20010804_126
hard/verb/nrc_handelsblad_20011110_130/3585	als ondraaglijker dan pijn wordt ervaren , is voor hem dan echt niet meer te	harden	". Hij zegt Wim Blaauw dat hij 	 dus eindelijk dat spuitje hebben moet 	"	nrc_handelsblad_20011110_130
hard/verb/nrc_handelsblad_20030528_47/12	"Thate : 	 Alyson is het schoolvoorbeeld van iemand die is"	gehard	en gevormd door die typische Australische topsportcultuur . In haar geval betekende dat af en	nrc_handelsblad_20030528_47
hard/verb/nrc_handelsblad_20001103_107/1217	zaak vaak hapert . De afvoer is verstopt en de stank is dan niet te	harden	. Een aantrekkelijke nominatie , dit openbaar toilet in Groningen , maar geen winnaar .	nrc_handelsblad_20001103_107
hard/verb/nrc_handelsblad_20011229_142/1293	verwerken ' . Straks lopen ze weer allemaal mee in een nieuwe stille tocht .	Hard	, eerlijk . En sentimenteel . Want zo zijn Volendammers ook . Sentimenteel en snel	nrc_handelsblad_20011229_142
hard/verb/nrc_handelsblad_20011215_86/429	en in de desa's rond de almaar aanzwellende belt is de stank niet meer te	harden	. Terwijl overal in de agglomeratie Jakarta de grondprijzen stijgen , zijn die in de	nrc_handelsblad_20011215_86
hard/verb/nrc_handelsblad_20040410_275/110	welverdiende rust toe . Ze hoeven binnenkort niet meer . Dat is een niet te	harden	vooruitzicht voor iedereen die in vooruitgang gelooft als iets wat alle problemen moet oplossen -	nrc_handelsblad_20040410_275
hard/verb/nrc_handelsblad_20040501extra_75/192	te krijgen om de soesjes tegenop te stapelen . De vorm wordt er na het	harden	van de karamel uitgehaald . Je ziet wel eens een croquembouche versierd met marsepeinen bloemen	nrc_handelsblad_20040501extra_75
hard/verb/nrc_handelsblad_20010118_17/342	spelen . Opgewekt betoogde Jan Vaessen nog eens hoe juist het nutteloos buiten spelen kinderen	hardt	, ze sociaal maakt en hoe ze er tegenslagen leren verwerken . En hoe onze	nrc_handelsblad_20010118_17
hard/verb/nrc_handelsblad_20000209_122/338	, Japan , en India . Westerse landen zijn nauwelijks vertegenwoordigd - daar is men	gehard	tegen de listen van het winstbejag . Zoals Marlboro tegenwoordig de gezondheid van de Derde	nrc_handelsblad_20000209_122
hard/verb/nrc_handelsblad_20001216_135/1085	curatele van de reguliere geneeskunde , zodat de kans op brokken klein is . Studenten	harden	tegen de verlokkingen van irrationele , lucratieve therapieën is uiteraard een legitieme taak van medische	nrc_handelsblad_20001216_135
hard/verb/nrc_handelsblad_20000113_57/215	in een noodgebouwtje naast de zaal ontvangen en is het daar na afloop niet te	harden	door de rook . Dynamo , in de afgelopen tien jaar acht keer landskampioen ,	nrc_handelsblad_20000113_57
hard/verb/nrc_handelsblad_20010720_81/372	de jaren zeventig onder meer verantwoordelijk was voor de moord op oud-premier Aldo Moro .	Hardt	"is een Amerikaanse literatuurwetenschapper . Het weekblad Time beschrijft Empire deze week als 	 the"	nrc_handelsblad_20010720_81
hard/verb/nrc_handelsblad_20001206_133/150	"zal de Fransen misschien doen denken aan de burgerman die zijn zoon voorhield : 	"	Hard	"praten , wij zijn rijk ! 	 Duitslands rijkdom zijn de Duitsers : 82 miljoen"	nrc_handelsblad_20001206_133
hard/verb/nrc_handelsblad_20000819_134/1662	het bijzonder prettig zijn indien de lijm pas onder invloed van een externe katalysator zou	harden	, want dat maakt de fabricage van dergelijke sandwiches een stuk eenvoudiger . De wonderlijm	nrc_handelsblad_20000819_134
hard/verb/nrc_handelsblad_20011228_151/1590	juist als hij zijn inspiratie zocht bij grote voorbeelden is zijn werk bijna niet te	harden	, zoals Fruit of the Vine , een reclame voor Sun Maid-rozijnen die pijn doet	nrc_handelsblad_20011228_151
hard/verb/nrc_handelsblad_19990107_3/381	berglandschappen van weleer nu van purschuim zijn en uit een spuitbus komen . Even laten	harden	, bijsnijden , afsmeren en bestrooien met miniatuurgrassprieten of iets anders uit een zakje -	nrc_handelsblad_19990107_3
hard/verb/nrc_handelsblad_19990706_32/244	. ' Later gingen zelfs recente grafkelders in puin - de stank was niet te	harden	. Van Hotel Continental bestaat nu alleen nog de naam . Het Monte Cassino-klooster is	nrc_handelsblad_19990706_32
hard/verb/nrc_handelsblad_20000909_78/770	een sterke euro had gehoeven en de lonen gaan sneller omhoog . De Amerikaanse concurrentie	hardt	zich intussen met innovatie en herstructurering tegen het verlies van zijn positie op de wereldmarkt	nrc_handelsblad_20000909_78
hard/verb/nrc_handelsblad_20000807_60/295	door het water gaan . Dat lukte , al duurde het even alvorens hij mentaal	gehard	was : Wouda werd zowel Europees als wereldkampioen en zwom drie jaar geleden bovendien als	nrc_handelsblad_20000807_60
hard/verb/nrc_handelsblad_20040319_155/34	van de dictator en voormalig guerrillastrijder Kim Il-sung met een leger van Koreanen die waren	gehard	in jarenlange strijd aan de zijde van de Chinese communisten . Aan de zuidkant kwamen	nrc_handelsblad_20040319_155
hard/verb/volkskrant_20010303_37/428	geur overstemd worden met een spuitbus voor de wc omdat het binnen anders niet te	harden	is . Verkopers van nieuwe auto's zouden in plaats van dennengeur een spuitbus met de	volkskrant_20010303_37
hard/verb/volkskrant_20010511_35/2167	kon vliegen . ' Een heel boek lang is deze aanminnige telegram-stijl werkelijk niet te	harden	. Tellegen buit zijn minimalisme volledig uit , maar er komt geen leven in de	volkskrant_20010511_35
hard/verb/volkskrant_20010925_92/875	aan gruzelementen werd gereden . Sindsdien is er van alles bijgekomen , een niet te	harden	huidziekte over zijn hele lijf , gedoe met zijn darmen , hartklachten ... Op een	volkskrant_20010925_92
