	id	left	target	right	file
0	haat/verb/nrc_handelsblad_20020907_104/653	niet gezet . In plaats van zich af te vragen ` waarom men ons zo	haat	' , hadden ze moeten nagaan waarom men ons niet alleen maar positief ziet .	nrc_handelsblad_20020907_104
1	haat/verb/nrc_handelsblad_20001019_48/884	het kabinet aan wanneer hij het gevoel heeft dat hij kan winnen , want hij	haat	het om te verliezen . Zo is Pronk vrijwel onzichtbaar geweest bij de zaak van	nrc_handelsblad_20001019_48
2	haat/verb/nrc_handelsblad_20000428_3/675	"de moskee en veel meer . 	 Waarom tekenen jullie niet hoeveel we aartsvijand Amerika"	haten	"? 	 zegt een van de heel streng islamitische juffen op school . Als zij"	nrc_handelsblad_20000428_3
3	haat/verb/nrc_handelsblad_20010504_5/1129	holocaust . Ik herinner me dat ik als vijftienjarige dagboeken van slachtoffers las en mezelf	haatte	als ik grinnikte om de humor die zij opbrachten te midden van zoveel weerzinwekkends .	nrc_handelsblad_20010504_5
4	haat/verb/nrc_handelsblad_19991217_126/312	"een twee dagen durend getuigenverhoor voor de Grand Jury met de verklaring : 	 Ik"	haat	"Linda Tripp . 	 Maar gisteren bleef zij kalm . Toen de openbaar aanklager Lewinsky"	nrc_handelsblad_19991217_126
5	haat/verb/nrc_handelsblad_20020420_6/222	en externe geweldsmoraal ( ` gij zult uw naaste liefhebben maar uw vijand zult gij	haten	' ) biedt een rationele verklaring voor zelfmoordaanslagen : het is voor het vaderland ,	nrc_handelsblad_20020420_6
6	haat/verb/nrc_handelsblad_20030616_01/268	het verkeerde adres hebben aangebeld . Voor één dag . Daarna kunnen we elkaar weer	haten	als nooit tevoren . Ik merkte dat het een straatfeestje was in de vorm van	nrc_handelsblad_20030616_01
7	haat/verb/nrc_handelsblad_20001006_75/916	vrienden , dat is eigenlijk alles . Het gaat om de details : de geitenhoeder	haat	zijn geiten ; de enge New Age-vriendinnen van Wendy proberen de omgeving in hoger sferen	nrc_handelsblad_20001006_75
8	haat/verb/nrc_handelsblad_19991211_78/364	delen . Ik weet ook wel dat ze gewoon betaald krijgen . Elkaar misschien wel	haten	. Dat hun teksten door kamers vol schrijvers bedacht worden . Goedbetaalde grappenmachines die zich	nrc_handelsblad_19991211_78
9	haat/verb/nrc_handelsblad_19990120_28/447	ironische wenkbrauwen zijn eigen woorden onderuit . Rick Nieman is wat strakker . En wat	haat	ik onderonsjes tussen nieuwslezers , zoals soms bij RTL , want die sluiten de kijker	nrc_handelsblad_19990120_28
10	haat/verb/nrc_handelsblad_20031004_280/205	Flaubert . Natuurlijk , hij haatte dat dwaze burgerlijke optimisme van zijn tijd , hij	haatte	van alles en nog wat , maar hij had geen ongenereuze geest . Dat vind	nrc_handelsblad_20031004_280
11	haat/verb/nrc_handelsblad_20031028_20/116	in de opmerkingen van de Indonesische minister van Justitie Yusril Ihza Mahendra dat hij Nederlanders	haat	, geen aanleiding om stappen te nemen tegen de Indonesische regering . Dit antwoordt minister	nrc_handelsblad_20031028_20
12	haat/verb/nrc_handelsblad_20040424_96/212	een kleine Hollandse encyclopedie van de bloedhekel - iedereen in Nederland lijkt inmiddels iedereen te	haten	. Voetballers , scheidsrechters en rechters , de politiek en het koningshuis , het vrije	nrc_handelsblad_20040424_96
13	haat/verb/nrc_handelsblad_20000313_47/314	hiertoe over omdat ze geen plaats hebben onder het volk en omdat het volk hen	haat	"	 , zei Khatami . Ali Yunesi , die in 1999 minister van de Inlichtingendiensten"	nrc_handelsblad_20000313_47
