	id	left	target	right	file
0	hemels/adj/nrc_handelsblad_20000401_83/3228	in het dorp . Plotseling verschijnt een halve regenboog uit het niets , als een	hemelse	interventie , de stralen reiken precies tot boven het standbeeld van Hendrik Verwoerd . Bestaat	nrc_handelsblad_20000401_83
1	hemels/adj/nrc_handelsblad_20040206_69/218	bovenzinnelijke ging steeds samen met het zinnelijke , het symbolische met het concrete , het	hemelse	met het aardse . Sensueel als geen ander schilderde Okri de zwarte sloppenwijken . De	nrc_handelsblad_20040206_69
2	hemels/adj/nrc_handelsblad_20020525_151/2245	"Torop . 	 Klokgelui en de geur van wierook vulden Zijn kamer , Hij hoorde"	hemelse	"gezangen en Zijn ogen vulden zich met tranen . Zijn ontwaken was volbracht . 	"	nrc_handelsblad_20020525_151
3	hemels/adj/nrc_handelsblad_20000126_103/425	van violistisch vuurwerk , klonk Mullova indrukwekkend gepolijst en ingetogen , maar in de meest	hemelse	passages bleef haar hart verborgen achter de façade	nrc_handelsblad_20000126_103
4	hemels/adj/nrc_handelsblad_20010511_105/1259	En Hütte gaat zelfs een stap verder dan Ruff ; hij toont de toeschouwer het	hemelse	licht niet alleen , hij kaatst het ook meteen weer terug . Maar het werkt	nrc_handelsblad_20010511_105
5	hemels/adj/nrc_handelsblad_20010927_82/440	tot de Verenigde Staten . De aanval op Amerika kwam daarom voor Soedan als een	hemels	geschenk . Soedan zegt nu dat het destijds gastvrijheid aan Bin Laden verleende omdat hij	nrc_handelsblad_20010927_82
6	hemels/adj/nrc_handelsblad_20010608_68/292	Goerne onwerkelijk en surrealistisch , zoals in Ihr Bild , elders verleende hij aan `	hemelse	' passages een glanzend aura , zoals de zinsnede ` Und sein letzter Strahl verglühet	nrc_handelsblad_20010608_68
7	hemels/adj/nrc_handelsblad_20020426_195/2023	de jaren zestig was , met schroot en steengruis en lood , zo licht en	hemels	is het sinds de jaren tachtig . Ook in je schilderijen die je sinds die	nrc_handelsblad_20020426_195
8	hemels/adj/nrc_handelsblad_20001214_55/63	. Slechts een enkele keer beeldde hij zichzelf uit , bijvoorbeeld als Oedipus met een	hemels	hoofd vol wolken in plaats van de theatrale Oedipus met een hoofd vol bonzend bloed	nrc_handelsblad_20001214_55
9	hemels/adj/nrc_handelsblad_20001130_59/191	werden we verblijd met drie vrouwelijke detectives die hun mannetje staan en hun tandpastaglimlach en	hemelse	lichaam als wapen gebruiken . Een formule die niet stuk kon gaan . In de	nrc_handelsblad_20001130_59
10	hemels/adj/nrc_handelsblad_19990105_1/134	ontwaakt was . Wat zag hij ? Geen flats en kale takken , maar een	hemelse	stad vol fonteinen , elektrische lampen , overdekte trottoirs en dames in avondcostuum . Geld	nrc_handelsblad_19990105_1
11	hemels/adj/nrc_handelsblad_20000203_0/288	, zo'n levenshouding kan ik niet verenigen met mijn werk : zingen over aardse en	hemelse	"liefde . 	 Rest mij één probleem : hoe leg ik mijn kinderen - producten"	nrc_handelsblad_20000203_0
12	hemels/adj/nrc_handelsblad_19991223_107/13	Eigentijdse helden zingen en wanneer ze sterven en kunnen ze bijna een	hemelse	status bereiken , zeker als er sprake is van een tragische dood . Dat geschiedde	nrc_handelsblad_19991223_107
13	hemels/adj/nrc_handelsblad_20000512_143/1495	` Er zijn mensen die eerder door voorbeelden dan door uiteenzettingen in liefde voor het	hemels	vaderland ontsteken ' . De meeste overtuigingskracht bezaten natuurlijk verhalen over wonderen en visioenen .	nrc_handelsblad_20000512_143
