id	left	target	right	file
dof/adj/nrc_handelsblad_20010616_65/61	, af en toe een opmerking van een tegenstander langs de kant . En de	doffe	plof van de metalen bal ( boule ) op wat vaak een mengsel van fijn	nrc_handelsblad_20010616_65
dof/adj/nrc_handelsblad_20000124_59/364	het laatst bewaard . Als je er weer een verwacht , volgt slechts boven een	doffe	dreun in de piano een droge tik in het slagwerk , en uit is het	nrc_handelsblad_20000124_59
dof/adj/nrc_handelsblad_20010126_3/100	tegen de volmaakte muur , of achteruit in de suizende leegte . De trom roffelt	dof	in de oren ; het gemis is een toestand , er ging niets verloren .	nrc_handelsblad_20010126_3
dof/adj/nrc_handelsblad_20011019_50/94	's nachts borden met pizza en spaghetti alle vongole rondgedragen . Een stoppelbaard en wat	doffe	"ogen , achter grote brillenglazen verraden zijn vermoeidheid . 	 Natuurlijk ben ik moe 	"	nrc_handelsblad_20011019_50
dof/adj/nrc_handelsblad_20030620_150/69	en vergeefse pogingen nader tot elkaar te komen . Acteurs storten in verkrampte foetushoudingen met	doffe	klappen van piano's en tafels of verstoppen zich onder het tapijt , terwijl molenaarsdochters ronddansen	nrc_handelsblad_20030620_150
dof/adj/nrc_handelsblad_20020826_54/552	voor hergebruik . Als je met de vuist tegen de Ambassador beukt hoor je een	dof	geluid . Bij een Maruti heb je meteen een deuk . Indiërs zijn gewend geraakt	nrc_handelsblad_20020826_54
dof/adj/nrc_handelsblad_20010616_24/574	dat hun gelukkige dagen mogelijk terugkeren . De blauwe ogen van gisteren illustreren dat de	doffe	Poetin-consensus na anderhalf jaar op zijn eind loopt . Nu de regering , na enkele	nrc_handelsblad_20010616_24
dof/adj/nrc_handelsblad_20021004_159/2063	bloeddorst naar hartelust gekoeld hebben ; het monster gestroopt de huid te drogen gehangen ,	dof	en ruw aan de buitenkant , zijde-achtig glanzend van binnen ; als Bulle het eind	nrc_handelsblad_20021004_159
dof/adj/nrc_handelsblad_20040427_75/26	Sievering-Tornow vernietigde met zuur zijn klassieke , uit één plaat zilver gedreven dienblad . Het	doffe	, rafelige blad dat eruit ziet als een verse archeologische vondst , heft een waarschuwend	nrc_handelsblad_20040427_75
dof/adj/nrc_handelsblad_20020406_61/102	mens met het leven probeert te verzoenen . ( ... ) Storytelling is plomp en	dof	. Dat betekent niet dat Solondz op zijn personages neerkijkt , of in ieder geval	nrc_handelsblad_20020406_61
