id	left	target	right	lemma
introductie/N/SPI_1957_14_pos/4671	de Harduwijns jeugdwerk hebben gespeeld . De grote betekenis van de Roosemond-gedichten moet volgens Dr. Dambre gezien worden in de	introductie	door dit werk van het cyclische genre in onze letterkunde . In deze bizondere bouw van de bundel leidt de	introductie
introductie/N/FDL_1979_11_pos/4818	( J ) Het artikel van J bevat een op informele wijze geschreven ( grafieken heten ‘ prentjes ’ )	introductie	tot de onderzoeksactiviteiten van Labov . Dit betekent dat de sociolinguis-tische benadering van taalveranderingen aan_bod komt , maar ook de	introductie
introductie/N/ONT_1963_68_pos/1989	er in deze grotendeels uitverkochte bundels , nog wel iets te vinden dat in de verzameling ontbreekt . Opdrachten ,	introducties	, die van meer_dan anecdotische waarde zijn . Zo van een afstand bezien , sociaal en psychisch , geen groter	introductie
introductie/N/DIE_1906_52_pos/1211	that rare and exquisite human soul , whose serene harmony of beauty and sorrow inspired these verses . ’ -	Introductie	. - De Stem zingt van_den Mensch , den goddelijken banneling , wien de hoogmoed belet te geraken tot zelfkennis	introductie
introductie/N/GID_1918_109_pos/2173	te trekken , bij_wijze_van de jours van moderne Amsterdamsche ‘ aan kunst doende ’ jongelui , waar 't recht van	introductie	vrij wordt toegepast , èn van_dien kring zelf 't onbetwiste middelpunt te blijven , schoon - of : omdat ?	introductie
kennismaking/N/GID_1941_58_pos/7850	. Men zou dus op het eerste gezicht geneigd zijn hen als privaatrechtelijke organisaties te beschouwen . Maar bij nadere	kennismaking	blijken zij onmiskenbaar het karakter van publiekrechtelijke bedrijfsorganisaties - verordenende bevoegdheid voor den geheelen bedrijfstak , ontleend aan de overheid	kennismaking
kennismaking/N/TAA_1916_7_pos/152	Brief aan een jong kollega : de bladzijden die wij er in deze aflevering uit overnemen zullen ongetwijfeld tot volledige	kennismaking	uitlokken . - J._Prinsen_J.Lz. is teleurgesteld door het tweede deel van J.A.N._Knuttel's Bloemlezing uit Nederlandsche schrijvers , dat door konventionele	kennismaking
kennismaking/N/SPI_1973_15_pos/11001	H._Mulisch , S._Vestdijk , J._Wolkers , e.a. hebben . Wie eenmaal , langs naad en draad , dit kluwen van	kennismakingen	, infiltraties en evaluaties , misschien rechtstreekse of onrechtstreekse beïnvloedingen , zal hebben kunnen blootleggen , zal wellicht eenmaal kunnen	kennismaking
kennismaking/N/GID_1968_93_pos/9639	, een gebroken rib en een bijna dodelijk pak_slaag waarop haar jonge ongearticuleerde echtgenoot haar tracteert - zijn aanleiding tot	kennismaking	met de dokter . De affaire lijkt te slagen , maar na korte tijd keert Petulia terug naar haar man	kennismaking
kennismaking/N/SPI_1965_8_pos/1569	oorspronkelijke versie ( van steenhouwer naar rijk man en koning ) aangelengd , en met twee vermeerderd ! Deze korte	kennismaking	met de versie van de dominee levert toch dit op als resultaat : deze verwaterde vertelling is een hybriede ,	kennismaking
