pmi	raw_freq	raw_co	cw
-1.7311308	28146	2	18/noun
2.238174	786	3	1901/noun
0.80061644	4419	4	1968/noun
1.9275572	5791	16	1976/noun
0.47701973	6105	4	1983/noun
-0.0078045786	14872	6	1991/noun
0.008193872	26842	11	1995/noun
-1.0838823	36388	5	1997/noun
-0.8219016	56174	10	1999/noun
-0.9051084	55236	9	2001/noun
0.94636023	36639	38	2003/noun
1.2259842	728	1	3D/noun
1.0414742	887	1	72-jarige/adj
-2.101502	20345	1	9/noun
-0.4901655	8188	2	Afghaans/adj
-0.003495979	2474	1	Al/det
-0.3667999	231449	64	Amerikaans/adj
-0.04806458	36613	14	Brussels/adj
4.0193057	659	15	C/noun
3.8943799	1404	28	Celsius/noun
0.029915651	2406	1	Cup/noun
-0.016437134	2518	1	Europa/noun
-0.6817827	98844	20	Frans/adj
0.011875625	2465	1	Genkse/adj
-0.66323787	24287	5	Gents/adj
3.1359115	213	2	Golan/noun
0.23715502	1980	1	Ieperse/adj
1.44953	1160	2	Indonesiër/noun
1.2539914	4270	6	Mexicaans/adj
-0.9835899	241254	36	Nederlands/adj
-0.24496992	22182	7	Palestijn/noun
-0.48314127	44643	11	Russisch/adj
1.738291	865	2	Venetiaans/adj
2.4022822	226	1	Zuid-Afrika/det
0.51573056	30941	21	aan/adj
-0.15108952	392664	137	aan/part
-0.31145388	2153601	640	aan/prep
0.08493698	22751	10	aandeelhouder/noun
0.051976312	4688	2	aanloop/prep
4.8807707	6772	361	aardappel/noun
-0.12523125	5689	2	aardbeving/noun
1.6571147	20232	43	aarde/noun
0.15102623	2114	1	abnormaal/adj
1.1430306	2345	3	achteren/adv
5.2332034	9185	697	adem/noun
3.640305	1036	16	adem_in/verb
-0.53196687	12622	3	adviseur/noun
0.006146469	321541	131	af/part
0.009298163	144650	59	afgelopen/adj
-0.01336999	1066466	428	al/adv
-0.3981225	73011	20	al/det
0.29068	11060	6	album/noun
-0.56979305	176667	40	aldus/prep
-0.3156334	422543	125	alle/det
-0.25483862	266562	84	alleen/adv
-0.58041507	127360	29	allemaal/adv
-0.782795	37558	7	allerlei/det
0.33467704	209596	119	alles/noun
0.92583454	6851	7	almaar/adv
-0.04124701	1263756	493	als/prep
0.12616421	292821	135	altijd/adv
3.237711	385	4	aluminium_folie/noun
0.56744915	26735	19	alweer/adv
-0.42196503	11265	3	and/noun
-0.03429488	663512	261	ander/adj
-0.16151112	11617	4	anderhalf/adj
3.8728752	256	5	andijvie/noun
-0.2279124	27899	9	angst/noun
0.3771992	5083	3	anno/prep
0.13982509	15117	7	arbeider/noun
-0.045241952	25767	10	arm/noun
1.8336968	9880	25	as/noun
1.9986118	3663	11	atmosfeer/noun
-0.24078298	6294	2	attractie/noun
0.62360156	59862	45	augustus/noun
-0.41623443	124344	33	auto/noun
1.9589285	714	2	auto_verzekering/noun
1.0386348	47971	55	avond/noun
2.439308	642	3	avondeten/noun
2.0755298	1873	6	baad/verb
-0.007952419	17609	7	baby/noun
3.4636855	7340	95	bad/noun
2.3714762	229	1	badges/noun
1.6723077	8792	19	bak/noun
3.8412097	8578	162	bak/verb
0.2071605	56065	28	band/noun
1.292772	677	1	banket/noun
2.1702046	3686	13	barbecue/noun
-0.46584558	31331	8	bedoel/verb
0.38833183	1668	1	bedreig/adj
-0.27493396	6623	2	bedreigd/adj
-0.80127484	248130	45	bedrijf/noun
1.0512604	1718	2	bedrijvigheid/noun
0.5458722	91319	64	beetje/noun
-0.7318525	30645	6	begin/adv
-0.22782168	105186	34	begin/noun
2.1469707	287	1	beglazing/noun
-0.5855846	26525	6	begrip/noun
0.30879897	3632	2	begroet/verb
0.18550925	32915	16	behandel/verb
0.7174109	29977	25	behoorlijk/adj
-0.9681357	19416	3	beide/pron
-0.18817052	23962	8	beken/verb
-0.33806333	128314	37	bekend/adj
0.5526357	17345	12	beker/noun
1.5615969	1028	2	bekken/noun
0.6589942	5151	4	bel/noun
-1.0432905	209497	30	belangrijk/adj
0.47444418	1547	1	belasting_stelsel/noun
0.7167021	25466	21	beleef/verb
-0.370434	10779	3	beleg/verb
1.3278185	41313	63	beloof/verb
0.16841711	9938754	4769	ben/verb
-0.53441584	16845	4	ben_toe/verb
-0.21200272	15268	5	ben_weg/verb
0.105483525	17699	8	beneden/adv
0.55604696	5786	4	benzine/noun
-0.69235784	58714	12	bepaald/adj
1.381511	618	1	berg_top/noun
-0.36102527	3623	1	beschuldigd/adj
0.46921724	36761	24	besef/verb
-0.192079	94053	31	besluit/verb
0.4265951	12911	8	best/adj
-0.22576775	151384	49	besta/verb
-0.44151106	26854	7	bestaan/noun
1.7194121	2208	5	bestand/adj
-0.72470343	46000	9	bestuurder/noun
0.71783316	1206	1	beuk/noun
-1.0162793	55437	8	beurs/noun
-0.63390183	51052	11	bevolking/noun
-0.43134177	57450	15	bewoner/noun
1.0708551	2557	3	bewoonster/noun
0.113809526	34997	16	bewust/adj
-0.2720122	1803877	556	bij/prep
-0.036550004	192484	75	bijna/adv
0.1003136	132829	60	bijvoorbeeld/adv
0.9589601	40639	43	binnen/adv
-0.24448165	125900	40	binnen/prep
2.11033	596	2	binnen_plein/noun
-0.26395127	12852	4	biologisch/adj
0.20120928	28154	14	blad/noun
0.2842967	516893	277	blijf/verb
0.49103668	1521	1	blijf_af/verb
-0.25880504	279801	88	blijk/verb
1.1377523	16651	21	bloem/noun
0.35780013	10331	6	blok/noun
1.9114523	8763	24	bloot/adj
2.0545454	4489	14	blus/verb
-0.3748002	157857	44	boek/noun
-0.047131717	31144	12	boom/noun
1.1879529	3762	5	boor/verb
1.7484906	21848	51	bord/noun
3.6611624	6007	95	boter/noun
-0.17903617	23519	8	bouw_op/verb
0.8984834	72337	72	boven/prep
0.06051249	145076	63	bovendien/adv
1.8340136	1175	3	bovenkant/noun
4.1198688	520	13	braad/verb
4.9263387	303	17	braadpan/noun
0.20338617	34918	17	brand/noun
1.8148798	1674	4	brand_DIM/noun
2.7044287	5844	35	brandend/adj
